ratio,MAE,RMSE,Runtime
0.1,0.39691582804508563,0.496600594279916,0.006536006927490234
0.3,0.39691582804508563,0.496600594279916,0.003988981246948242
0.5,1.7993847011737154,2.7894450411331073,0.006344795227050781
