epsilon_max,MAE,RMSE,Runtime
0.5,3.913445314571682,4.806976079249314,0.009630918502807617
1.0,2.0316734919715143,2.491735985422346,0.014960527420043945
3.0,0.6892559126709245,0.8537499095316384,0.013480663299560547
5.0,0.4126657927334825,0.5015618826753842,0.0143280029296875
10.0,0.1960772514086157,0.2396463916963172,0.011472463607788086
